molregno	canonical_smiles
1357051	COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(OC)c(Br)c1
1357052	COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(OC)c([N+](=O)[O-])c1
1357054	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C(C)(C)C)cc1
1357202	COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOC)C1c1cccc([N+](=O)[O-])c1
1357204	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OC)cc1
1357205	COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1ccc(Cl)c([N+](=O)[O-])c1
1357206	COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
1357208	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(Cl)cccc1Cl
1357209	COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1cccc(Cl)c1
1357210	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(N(CC)CC)cc1
1357211	COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(N(C)C)cc1
1357212	CC1=C(C(=O)OC(C)C)C(c2ccc(Cl)cc2)C(C(=O)OC(C)C)=C(C)N1
1357214	COc1ccc(C2C(C(=O)OC(C)C)=C(C)NC(C)=C2C(=O)OC(C)C)cc1OC
1357216	C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(Cl)c(Cl)c1
1357217	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(N(C)C)cc1
1357218	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OC)c(OC)c1
1357219	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cc(Cl)cc(Cl)c1OC
1357220	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCC)cc1
1357221	COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Br)c1
1357222	COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(Cl)c(Cl)c1
1357223	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1Cl
1357224	CCc1ccc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cc1
1357225	CCOc1ccc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cc1OC
1357226	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(O)c(OCC)c1
1357230	COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1ccccc1Cl
1357231	COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1ccc(Cl)c(Cl)c1
1357232	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C(C)C)cc1
1357233	CC1=C(C(=O)OC(C)C)C(c2ccc(F)cc2)C(C(=O)OC(C)C)=C(C)N1
1357234	C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc([N+](=O)[O-])c1
1357235	C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(OC)c(OC)c1
1357236	C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(O)c(OCC)c1
1357237	C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(C)C)cc1
1357238	C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C)cc1
1357239	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(F)cccc1Cl
1357240	COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(C(C)(C)C)cc1
1357242	CCN(CC)c1ccc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cc1
1357243	C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(Cl)cc1Cl
1357245	C=CCOC(=O)C1=C(C)NC(SC)=C(C#N)C1c1ccc(Cl)cc1
1357246	CCCCOc1ccc(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OCC)cc1
1357247	COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(F)c1
1357248	CCOC(=O)C1=C(C)NC(SC)=C(C#N)C1c1ccccc1
1357251	C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(N(C)C)cc1
1357252	C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(=O)OC)cc1
1357253	C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccccc1Cl
1357283	CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-]
1357353	C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc(Cl)c1
1357355	CC1=C(C(=O)OC(C)C)C(c2ccc(C)cc2)C(C(=O)OC(C)C)=C(C)N1
1357357	COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(I)cc1
1357359	C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(OC)cc1
1357360	C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(I)cc1
1357389	COc1cccc(/C=C/C(=O)/C=C(O)/C=C/c2cccc(OC)c2OC)c1OC
1357390	COc1ccc(OC)c(/C=C/C(=O)/C=C(O)/C=C/c2cc(OC)ccc2OC)c1
1357391	COc1cc(OC)c(/C=C/C(=O)/C=C(O)/C=C/c2c(OC)cc(OC)cc2OC)c(OC)c1
1357861	CNCC(NC(=O)C(=O)Nc1ccc(Cl)cc1)c1nc(C)c(CCO)s1
1357954	C#CCN([C@@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(OC)cc1
1357991	CCC(=O)Nc1cc(C(=O)Nc2ccc(Br)cc2)ccc1OC
1357992	CCC(=O)Nc1cc(C(=O)Nc2cccc(Cl)c2)ccc1OC
1357993	CCC(=O)Nc1cc(C(=O)Nc2cccc(SC)c2)ccc1OC
1357997	COc1ccc(C(=O)Nc2ccccc2)cc1NC(=O)C(C)Cl
1358002	COc1ccc(C(=O)Nc2ccccc2)cc1NC(=O)C(C)F
1358003	CCC(=O)Nc1cc(C(=O)Nc2ccc([N+](=O)[O-])cc2)ccc1OC
1358006	COc1ccc(C(=O)N(C)c2ccccc2)cc1NC(=O)C(C)C
1358010	COc1c(NC(=O)C(C)F)cccc1C(=O)Nc1ccccc1
1358011	COc1cc(NC(=O)C(C)F)cc(C(=O)Nc2ccccc2)c1
1358012	COc1ccc(NC(=O)C(C)F)cc1C(=O)Nc1ccccc1
1358014	CCC(=O)Nc1cc(S(=O)(=O)Nc2ccccc2)ccc1OC
1358019	CCC(C)C(=O)c1c(O)c(C/C=C(\C)CCC=C(C)C)c(O)c2c([C@@H](O)CC)cc(=O)oc12
1358020	CC[C@H](O)c1cc(=O)oc2c(C(=O)CC(C)C)c(O)c(C/C=C(\C)CCC=C(C)C)c(O)c12
1358023	CCC(C)C(=O)c1c(O)c(CC=C(C)C)c(O)c2c([C@H](CC)OC(C)=O)cc(=O)oc12
1358030	COC(=O)c1ccccc1SCCn1c([N+](=O)[O-])cnc1C
1358031	COC(=O)c1ccccc1[S+]([O-])CCn1c([N+](=O)[O-])cnc1C
1358032	COC(=O)c1ccccc1S(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
1359045	CC(C)Oc1ccc(Cc2ccccc2)cc1/C([O-])=C/C(=O)C(=O)[O-].[Mg+2]
1359471	CCCCOC[C@H]1CCCC[C@H]1COCCNC(=O)Oc1ccccc1F
1359696	Cc1cc(NC[C@@H](O)CO)nc(-c2ccc(Br)c(F)c2)n1
1359697	CCc1cc(NC[C@H](O)CO)nc(-c2ccc(Br)c(F)c2)n1
1359698	CCc1cc(NC[C@@H](O)CO)nc(-c2ccc(Br)c(F)c2)n1
1359699	CCc1cc(NC[C@@H](O)CO)nc(-c2ccc(Cl)c(F)c2)n1
1359700	CCc1cc(NC[C@@H](O)CO)nc(-c2cc(F)c(Br)cc2F)n1
1359701	CCc1cc(NC[C@@H](O)CO)nc(-c2cc(F)c(Cl)cc2F)n1
1359783	CS(=O)(=O)c1ccc(CNC(=O)c2ccc(OCC(F)(F)F)nc2)c(Cl)c1
1359792	COc1ccc(/C=N/NC(=O)C(OC)c2ccccc2)cc1OC
1359817	COc1cc(/C=N/NC(=O)C(OC)c2cccc(N(C)C)c2)cc(OC)c1Br
1359818	COc1cc(/C=N/NC(=O)C(OC)c2ccc(N(C)C)cc2)cc(OC)c1Br
1359825	COc1cc(/C=N/NC(=O)C(OC)c2cccnc2)cc(OC)c1Br
1360058	CCOC(=O)c1cc(Cc2ccc(Cl)cc2Cl)c(=O)[nH]c1C
1360059	CCOC(=O)c1cc(Cc2ccc(Br)cc2)c(=O)[nH]c1C
1360145	O=C(Nc1ccc(Br)cc1C(=O)O)c1ccc(F)c([N+](=O)[O-])c1
1360148	COc1cc(NC(=O)c2cccc(O)c2)c(C(=O)O)cc1OC
1360150	O=C(Nc1ccc(Br)cc1C(=O)O)c1cccc(O)c1
1360151	CCOc1cccc(C(=O)Nc2ccc(Br)cc2C(=O)O)c1
1360152	CCCCOc1cccc(C(=O)Nc2ccc(Br)cc2C(=O)O)c1
1360153	CCCCOc1cc(C(=O)Nc2ccccc2C(=O)O)ccc1[N+](=O)[O-]
1360470	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc(O)c1
1360493	CN(c1ccc(C(O)(C(F)(F)F)C(F)(F)C(F)(F)F)cc1)S(=O)(=O)c1ccccc1
1360501	CN(c1ccc(C(O)(C#CC(F)(F)F)C(F)(F)F)cc1)S(=O)(=O)c1ccccc1
1360502	CC(C)CC#CC(O)(c1ccc(N(C)S(=O)(=O)c2ccccc2)cc1)C(F)(F)F
1360506	CC(C)CN(c1ccc(C(O)(C#CC(C)(C)C)C(F)(F)F)cc1)S(=O)(=O)c1ccccc1
1360682	O=C(NCCCn1ccnc1[N+](=O)[O-])c1ccc(C(F)(F)F)cc1
1360683	O=C(NCCCn1ccnc1[N+](=O)[O-])c1ccc(OC(F)(F)F)cc1
1360684	O=C(NCCn1cnc([N+](=O)[O-])n1)c1ccc(C(F)(F)F)cc1
1360685	O=C(NCCCCn1cnc([N+](=O)[O-])n1)c1ccc(C(F)(F)F)cc1
1360686	O=C(NCCn1cnc([N+](=O)[O-])n1)c1ccc(OC(F)(F)F)cc1
1360687	O=C(NCCCCn1cnc([N+](=O)[O-])n1)c1ccc(OC(F)(F)F)cc1
1360688	O=C(NCCCn1cnc([N+](=O)[O-])n1)c1cccc(C(F)(F)F)c1
1360689	O=C(NCCCn1cnc([N+](=O)[O-])n1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
1360690	O=C(NCCCn1cnc([N+](=O)[O-])n1)c1ccc(C(F)(F)F)nc1
1360828	O=C(Cn1cnc([N+](=O)[O-])n1)NCc1ccc(C(F)(F)F)cc1
1360833	O=C(NCCCn1cnc([N+](=O)[O-])n1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
1360834	O=[N+]([O-])c1nccn1CCCNS(=O)(=O)c1ccc(C(F)(F)F)cc1
1360835	O=[N+]([O-])c1ncn(CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1
1360836	O=[N+]([O-])c1ncn(CCCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1
1360837	O=[N+]([O-])c1ncn(CCCCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1
1360838	O=[N+]([O-])c1ncn(CCCNS(=O)(=O)c2cc(C(F)(F)F)ccc2C(F)(F)F)n1
1360839	O=[N+]([O-])c1ncn(CCNS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1
1360840	O=[N+]([O-])c1ncn(CCCNS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1
1360841	Cc1ccc(S(=O)(=O)NCCCn2cnc([N+](=O)[O-])n2)cc1
1360842	O=[N+]([O-])c1ncn(CCCCNS(=O)(=O)c2ccc(OC(F)(F)F)cc2)n1
1360846	O=[N+]([O-])c1ncn(CCCNS(=O)(=O)c2ccc(Cl)s2)n1
1361486	CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(Cl)c2)s1
1361487	CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(Br)c2)s1
1361488	CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(F)c2)s1
1361489	CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(C#N)c2)s1
1361490	CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(C(F)(F)F)c2)s1
1361499	Cc1nc(NC(=O)NCCC(=O)OC(C)(C)C)sc1-c1ccc(S(C)(=O)=O)c(F)c1
1361500	CC(=O)c1ccc(-c2sc(NC(=O)NCCC(=O)NC(C)(C)C)nc2C)cc1
1361651	CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc([N+](=O)[O-])cc1
1361662	CC(C)C(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccc(C#N)cc1
1361663	COc1ccc(C(=O)NC(C(=O)c2ccc(C#N)cc2)C(C)C)cc1
1361664	CC(C)C(NC(=O)c1ccc(Cl)cc1Cl)C(=O)c1ccc(C#N)cc1
1361665	CC(C)C(NC(=O)c1ccc(Cl)cc1F)C(=O)c1ccc(C#N)cc1
1361666	CC(C)C(NC(=O)c1cc(Cl)ccc1F)C(=O)c1ccc(C#N)cc1
1361667	CC(C)C(NC(=O)c1cc(Cl)ccc1C(F)(F)F)C(=O)c1ccc(C#N)cc1
1361668	CC(C)C(NC(=O)c1ccccc1C(F)(F)F)C(=O)c1ccc(C#N)cc1
1361669	CC(C)C(NC(=O)c1cnoc1C(C)(C)C)C(=O)c1ccc(C#N)cc1
1361671	Cc1noc(C(C)C)c1C(=O)NC(C(=O)c1ccc(C#N)cc1)C(C)C
1361746	CC(C)C(NC(=O)N(C)C(C)(C)C)C(=O)c1ccc(C#N)cc1
1361751	CC(C)C(NC(=O)OC(C)(C)C)C(=O)c1ccc(C#N)c(F)c1
1361760	Cc1noc(C(C)C)c1C(=O)NC(C(=O)c1ccc(C#N)c(F)c1)C(C)(C)C
1361762	CC(C)C(NC(=O)c1cc(Cl)ccc1C(F)(F)F)C(=O)c1ccc([N+](=O)[O-])cc1
1361804	CNC(=O)c1ccc2c(Br)c(OC(=O)N(C)C)ccc2c1
1361805	CCCCCCCNC(=O)c1ccc2c(Br)c(OC(=O)N(C)C)ccc2c1
1362460	NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O
1363773	O=C(O)COC[C@H](O)[C@H](O)/C=C/C=C/C#C/C=C/[C@H](O)COc1ccc(F)cc1
1363774	C[C@H](NCCc1ccc(OCC(=O)O)c(Cl)c1)[C@@H](O)c1ccc(O)cc1
1363825	CCN(CC)CCS/C(=N\O)c1nc(-c2ccccc2)no1.Cl
1363830	C[C@@H](NCCc1ccc(OCC(=O)O)c(Cl)c1)[C@H](O)c1ccc(O)cc1
1364099	COc1cc([C@H](O)[C@H](C)Oc2c(OC)cccc2OC)cc(OC)c1OC
1364100	COc1cc([C@H](O)[C@@H](C)Oc2c(OC)cccc2OC)cc(OC)c1OC
1364101	COc1cc([C@H](O)[C@H](C)Oc2c(OC)cc(C)cc2OC)cc(OC)c1OC
1364102	COc1cc([C@H](O)[C@@H](C)Oc2c(OC)cc(C)cc2OC)cc(OC)c1OC
1364106	C/C=C/c1cc(OC)c(O[C@@H](C)[C@@H](O)c2cc(OC)c(OC)c(OC)c2)c(OC)c1
1364119	CC#CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1
1364135	C=C(F)C(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1
1364136	C=C(C)C(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1
1364137	C/C=C\C(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1
1364138	C/C=C/C(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1
1364139	C/C=C(\C)C(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1
1364140	CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2ccc(NC(=O)/C=C/C(F)(F)F)cc2)CC1
1364141	C/C(=C/C(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1)C(F)(F)F
1364142	CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2ccc(NC(=O)/C=C\Cl)cc2)CC1
1364143	CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2ccc(NC(=O)/C=C/Cl)cc2)CC1
1364144	CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2ccc(NC(=O)NCC#N)cc2)CC1
1364145	CCOC(=O)CNc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1
1364146	CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2ccc(C(=O)NCC#N)cc2)CC1
1364147	CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2ccc(NC(=O)CC#N)cc2)CC1
1364148	CC(=O)C(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1
1364149	CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2ccc(C#N)cc2)CC1
1364156	C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)c(OC)c1
1364157	C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)c(C)c1
1364170	C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC)CC2)cc1
1364171	C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OCC)CC2)cc1
1364191	C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cn1
1364195	C=CC(=O)Nc1ncc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cn1
1364198	C=CC(=O)N(C)c1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1
1364246	NC(=O)[C@@H]1CCCN1C(=O)CCNC(=O)c1ccc(C(F)(F)F)cc1
1364252	NC(=O)[C@@H]1CCCN1C(=O)CCCNC(=O)c1ccc(F)cc1
1364254	NC(=O)[C@@H]1CCCN1C(=O)CCCNC(=O)c1ccc(C(F)(F)F)cc1
1364255	Cc1ccc(C(=O)NCCCC(=O)N2CCC[C@H]2C(N)=O)cc1
1364266	N#C[C@@H]1CCCN1C(=O)CCNC(=O)c1ccc(C(F)(F)F)cc1
1364532	C[N+](C)(CCCCOc1c(Br)cc(Br)cc1Br)Cc1ccc([N+](=O)[O-])o1
1364535	O=S(=O)(O)c1ccccc1/C=N/N=C/c1ccccc1S(=O)(=O)O
1364538	C=CCN1C(=O)/C(=C/c2ccccc2OCC(=O)O)SC1=S
1364541	Cc1cc(Cl)ccc1OCCCC(=O)NC(CC(C)C)C(=O)O
1364547	C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)c(F)c1
1364548	C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)c(Cl)c1
1364571	CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1cccc(CN(C)C=O)c1
1364572	CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1cccc(CN(C)C(C)=O)c1
1364574	CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1cccc(CN(C)C(=O)OCC)c1
1364575	CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1cccc(CN(C)C(=O)C(=O)OCC)c1
1364577	CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1cccc(CN(C)S(C)(=O)=O)c1
1364578	CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1cccc(CN(CC)C(C)=O)c1
1364579	CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1cccc(CN(CC(F)(F)F)C(C)=O)c1
1364673	COCCOC(=O)Nc1nnc(-c2ccc(C(=O)O)cc2)s1
1364677	CCCCOC(=O)Nc1nnc(-c2ccc(C(=O)O)cc2)s1
1364678	CC(C)COC(=O)Nc1nnc(-c2ccc(C(=O)O)cc2)s1
1364679	CCCCCOC(=O)Nc1nnc(-c2ccc(C(=O)O)cc2)s1
1364680	CCCCCCOC(=O)Nc1nnc(-c2ccc(C(=O)O)cc2)s1
1364837	O=C(CCCCCCCc1ccccc1)NS(=O)(=O)Oc1ccccc1
1364838	O=C(CCCCCCc1ccccc1)NS(=O)(=O)Oc1ccccc1
1364857	O=C(CCCCCc1ccccc1)NS(=O)(=O)Oc1ccccc1
1365090	COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCC(C(C)(C)CN(C)C)CC2)c(C)c1
1365092	COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCC(C(O)CN(C)C)CC2)c(C)c1
1365299	CC(C)(C)OC(=O)Nc1cccc(C2=N[C@H](C(=O)O)CS2)c1
1365340	CCOS(=O)(=O)/C=C/Cc1nc(-c2ccccc2)sc1C
1365470	COc1ccc(C(=O)/C=C\Nc2cc(OC)c(OC)c(OC)c2)cc1
1365471	COc1ccc(N/C=C\C(=O)c2c(OC)cc(OC)cc2OC)cc1
1365472	COc1cc(OC)c(C(=O)/C=C\Nc2ccccc2O)c(OC)c1
1365473	COc1cc(OC)c(C(=O)/C=C\Nc2ccc(Cl)cc2)c(OC)c1
1365474	COc1ccc(N/C=C\C(=O)c2c(OC)cc(OC)cc2OC)c(OC)c1
1365475	COc1cc(OC)c(N/C=C\C(=O)c2c(OC)cc(OC)cc2OC)c(OC)c1
1365476	COc1cc(OC)c(C(=O)/C=C\Nc2cc(OC)c(OC)c(OC)c2)c(OC)c1
1365477	COc1cc(C(=O)/C=C\Nc2ccccc2O)cc(OC)c1OC
1365478	COc1cc(C(=O)/C=C\Nc2cccc(O)c2)cc(OC)c1OC
1365479	COc1ccccc1N/C=C\C(=O)c1cc(OC)c(OC)c(OC)c1
1365480	COc1ccc(N/C=C\C(=O)c2cc(OC)c(OC)c(OC)c2)cc1
1365481	COc1cc(C(=O)/C=C\Nc2ccc(Cl)cc2)cc(OC)c1OC
1365482	COc1cc(C(=O)/C=C\Nc2ccc(OC(F)(F)F)cc2)cc(OC)c1OC
1365483	COc1cc(C(=O)/C=C\Nc2ccc(C(F)(F)F)cc2)cc(OC)c1OC
1365484	COc1ccc(N/C=C\C(=O)c2cc(OC)c(OC)c(OC)c2)cc1O
1365485	COc1ccc(N/C=C\C(=O)c2cc(OC)c(OC)c(OC)c2)cc1N
1365486	COc1ccc(N/C=C\C(=O)c2cc(OC)c(OC)c(OC)c2)cc1F
1365487	COc1ccc(N/C=C\C(=O)c2cc(OC)c(OC)c(OC)c2)cc1Cl
1365488	COc1cc(C(=O)/C=C\Nc2cc(O)ccc2Cl)cc(OC)c1OC
1365489	COc1cc(OC)c(N/C=C\C(=O)c2cc(OC)c(OC)c(OC)c2)c(OC)c1
1365490	COc1cc(N/C=C\C(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC
1365496	COc1cc(C(=O)/C=C\Nc2ccccc2O)c(Br)c(OC)c1OC
1365497	COc1ccc(N/C=C\C(=O)c2cc(OC)c(OC)c(OC)c2Br)cc1
1365498	COc1ccc(N/C=C\C(=O)c2cc(OC)c(OC)c(OC)c2Br)cc1O
1365500	COc1ccc(N/C=C\C(=O)c2cc(OC)c(OC)c(OC)c2Cl)cc1O
1365501	COc1ccc(N/C=C\C(=O)c2cc(OC)c(OC)c(OC)c2[N+](=O)[O-])cc1
1365845	N#Cc1ccc(Nc2cc(Cl)c([N+](=O)[O-])cc2[N+](=O)[O-])cc1
1365846	N#Cc1ccc(Oc2cc(Cl)c([N+](=O)[O-])cc2[N+](=O)[O-])cc1
1366157	O=C(NCCOC(=O)c1cc(F)cc(C(F)(F)F)c1)c1cc(F)cc(C(F)(F)F)c1
1366187	COc1cc(Cl)ccc1C(=O)Nc1cc(Cl)c(Cl)cc1O
1366188	COc1cc(Cl)ccc1C(=O)Nc1ccc(Br)cc1O
1366189	COc1cc(Cl)ccc1C(=O)Nc1cc(Br)ccc1O
1366190	COc1cc(Cl)ccc1C(=O)Nc1ccc(C(F)(F)F)cc1O
1366191	COc1cc(Cl)ccc1C(=O)Nc1cc(C(F)(F)F)ccc1O
1366193	COc1ccc(Cl)cc1C(=O)Nc1cc(Cl)c(Cl)cc1O
1366194	COc1ccc(Cl)cc1C(=O)Nc1ccc(Br)cc1O
1366195	COc1ccc(Cl)cc1C(=O)Nc1cc(Br)ccc1O
1366196	COc1ccc(Cl)cc1C(=O)Nc1ccc(C(F)(F)F)cc1O
1366197	COc1ccc(Cl)cc1C(=O)Nc1cc(C(F)(F)F)ccc1O
1366301	COc1cc(CCCO)ccc1O[C@H](C)[C@H](O)c1cc(OC)c(OC)c(OC)c1
1366302	COc1cc(CCCO)ccc1O[C@H](C)[C@@H](O)c1cc(OC)c(OC)c(OC)c1
1366303	COc1cc([C@H](O)[C@@H](CO)Oc2c(OC)cc(CCCO)cc2OC)ccc1O
1366448	COc1cc(/C=C/C(=O)OCCCCCO[N+](=O)[O-])ccc1O
1366449	COc1cc(/C=C/C(=O)OCCCCCCO[N+](=O)[O-])ccc1O
1366675	CCCCCCO[C@H]1CCN(S(=O)(=O)c2ccc(Cl)cc2)[C@H]1C(=O)NO
1366842	CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
1366936	CC(C)(C)Nc1nc(Nc2ccc(C(N)=O)cc2)cc(N)c1C#N
1367006	CCN1C(=O)/C(=C/c2ccc(O)c(S(=O)(=O)O)c2)SC1=S
1367068	C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1
1367076	C=CC(=O)Nc1ccc(S(=O)(=O)N(C)CCN(C)C(=O)OCc2ccccc2)cc1
1367162	CCOC(=O)Cn1/c(=N/C(=O)CSC(C)=O)sc2ccccc21
1367217	O=C(O)CCCCCN1C(=O)/C(=C\c2ccccc2O)SC1=S
1367262	CCSc1nnc(NC(=O)CSc2nncc(=O)[nH]2)s1
1367263	O=C(CSc1nncc(=O)[nH]1)Nc1ccc(Br)cc1
1367265	O=C(CSc1nncc(=O)[nH]1)Nc1cc(C(F)(F)F)ccc1Cl
1367331	O=C(CS(=O)(=O)Cc1ccccc1)Nc1cc(Cl)cc(Cl)c1
1367341	Cc1ccc(S(=O)(=O)N(C)CC(O)COc2c(C)cc(C)cc2C)cc1
1367392	CCCS(=O)(=O)Nc1ccc(Nc2nc(C)cc(N(C)C)n2)cc1
1367406	O=S(=O)(CCCOc1ccc(F)cc1)NCc1ccccc1Cl
1367407	O=S(=O)(CCCOc1ccc(F)cc1)NCCCc1ccccc1
1367409	O=S(=O)(CCCOc1ccc(F)cc1)NCc1c(F)cccc1F
1367557	CCC(Sc1ccc(NC(=O)c2cccc(F)c2)nn1)C(=O)OC
