molregno	canonical_smiles
313968	O=C(NS(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl)c1ccc(Cl)cc1Cl
313969	Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)NC(=O)c1ccc(Cl)cc1Cl
313976	O=C(NS(=O)(=O)c1ccc(F)c(Cl)c1)c1ccc(Cl)cc1Cl
313980	CC(=O)c1ccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)cc1
314027	CCc1c(C)nc(O)c(N(C)C)c1C(=O)c1cccc(/C(C)=C(\C)C#N)c1
314043	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)c(Cl)c1
314044	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cc(Cl)ccc1Cl
314045	COc1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(OC)c1
314048	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Br)cc1Br
314049	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Br)cc1F
314063	CCOC(=O)/C(=C\c1ccccn1)C(=O)c1ccc([N+](=O)[O-])cc1
314084	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cccc(Cl)c1
314087	Cc1ccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)cc1
314092	COC(=O)c1ccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)cc1
314093	O=C(NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)c1ccc(Cl)cc1Cl
314094	CC(C)(C)c1ccc(CC(=O)N(O)Cc2ccc(NS(C)(=O)=O)cc2)cc1
314110	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1[N+](=O)[O-]
314114	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1
314115	CS(=O)(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(Cl)c1
314116	COc1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(Cl)c1
314119	O=C(NS(=O)(=O)c1cccc([N+](=O)[O-])c1)c1ccc(Cl)cc1Cl
314120	COc1cccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)c1
314133	COc1ccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)cc1OC
314136	Cc1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(C)c1
314140	COc1ccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)cc1
314141	CC(C)(C)c1ccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)cc1
314142	Cc1c(C)c2c(c(C)c1O)CCC(C)(COCCCO[N+](=O)[O-])O2
314146	O=C(NS(=O)(=O)c1cccc(Cl)c1)c1ccc(Cl)cc1Cl
314166	O=C(NS(=O)(=O)c1ccccc1Cl)c1ccc(Cl)cc1Cl
314217	CCOC(=O)/C(C#N)=C\c1cccc(C(=O)c2c(CC)c(C)nc(O)c2N(C)C)c1
314243	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc([N+](=O)[O-])cc1
314251	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Br)cc1Cl
314261	CCCc1cc(Cl)ccc1C(=O)NS(=O)(=O)c1ccc(Cl)cc1
314267	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(C(F)(F)F)cc1C(F)(F)F
314270	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccccc1Cl
314274	CN(C)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1
314278	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1Br
314299	O=C(NS(=O)(=O)c1ccc(Br)cc1)c1ccc(Cl)cc1Cl
314302	N#Cc1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(Cl)c1
314308	Cc1cccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)c1
314309	O=C(NS(=O)(=O)c1ccc(Br)c(Br)c1)c1ccc(Cl)cc1Cl
314327	Cc1ccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)c(Br)c1
314328	O=C(NS(=O)(=O)c1cc(Cl)cc(Cl)c1)c1ccc(Cl)cc1Cl
314332	O=C(NS(=O)(=O)c1cccc(Br)c1)c1ccc(Cl)cc1Cl
314337	O=C(NS(=O)(=O)c1ccc(F)cc1)c1ccc(Cl)cc1Cl
314348	O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)sc1Cl
314384	Cc1cc(Cl)ccc1C(=O)NS(=O)(=O)c1ccc(Cl)cc1
314385	Cc1cc(Br)ccc1C(=O)NS(=O)(=O)c1ccc(Cl)cc1
314399	O=C(NC(=S)Nc1cc([N+](=O)[O-])ccc1O)c1ccc(Cl)cc1Cl
314415	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cc(Cl)cc(Cl)c1
314429	CCc1c(C)nc(O)c(N(C)C)c1C(=O)c1cccc(CCC#N)c1
314430	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc([N+](=O)[O-])cc1Cl
314431	CCc1cc(Cl)ccc1C(=O)NS(=O)(=O)c1ccc(Cl)cc1
314438	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
314441	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cccc(Br)c1
314443	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(O)cc1Cl
314509	CC(C)(C)c1ccc(CN(O)C(=O)Cc2ccc(NS(C)(=O)=O)cc2)cc1
314514	CC(C)(C)c1ccc(C/N=C(\S)NNc2ccc(NS(C)(=O)=O)cc2)cc1
314516	CC(C)(C)c1ccc(CC(=O)NCc2ccc(NS(C)(=O)=O)cc2)cc1
314552	CC(C)(CO)Cc1cccc(C(=O)c2cccc(CC(C)(C)CO)c2)c1
314573	Cc1ccc(CCCNC(=O)Cc2ccc(NS(C)(=O)=O)cc2)cc1C
314580	OCC1OC(n2c(Br)nc(Br)c2Br)[C@@H](O)C1O
314613	CCOC(=O)/C=C(/c1ccccc1)C(C)N(C)CC(=O)OCC
314622	CC(C)(C)c1ccc(CNC(=O)Cc2ccc(NS(C)(=O)=O)c(F)c2)cc1
314640	CC(NC(=O)/C(=C\c1ccco1)NC(=O)c1ccco1)C(=O)O
314641	CC(NC(=O)/C(=C\c1ccc(Br)cc1)NC(=O)c1ccc(Br)o1)C(=O)O
314687	CC(C)C(NC(=O)CC[C@H](O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(N)=O
314735	CC(C)C(NC(=O)[C@H](C)C[C@H](O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(N)=O
314804	CC(C)(C)c1ccc(CNC(=O)Cc2ccc(NS(C)(=O)=O)cc2)cc1
314878	CCOC(=O)/C=C(\c1ccccc1)C(C)N(C)CC(=O)OCC
314918	CC(C)(C)c1ccc(N/N=C(\S)NCc2ccc(NS(C)(=O)=O)cc2)cc1
314935	O=C(O)CNC(=O)/C(=C\c1cccc(Br)c1)NC(=O)c1ccco1
314936	CC(C)C(NC(=O)/C(=C\c1ccccc1F)NC(=O)c1ccccc1)C(=O)O
314999	OCC(CO)OCn1c(Br)nc(Cl)c1Cl
315000	OCC(CO)OCn1c(Br)nc(Br)c1Br
315041	Cc1ccc(CCCNC(=O)Cc2ccc(NS(C)(=O)=O)c(F)c2)cc1C
315054	O=C(Cc1csc(NC(=O)Cc2cccc(C(F)(F)F)c2)n1)NO
315060	O=C(Cc1csc(NC(=O)COc2ccc(Cl)cc2)n1)NO
315083	CC(C)(C)c1ccc(C/N=C(\S)NCc2ccc(NS(C)(=O)=O)cc2F)cc1
315084	CC(C)(C)c1ccc(C/N=C(\S)NCc2ccc(NS(C)(=O)=O)cn2)cc1
315087	COc1cc(CO/C(S)=N/Cc2ccc(C(C)(C)C)cc2)ccc1NS(C)(=O)=O
315088	CCC(C(=O)Nc1nc(CC(=O)NO)cs1)c1ccccc1
315092	CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NC(CO)C(=O)O)c1
315093	CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NC(C(=O)OC)C(C)O)n1
315108	CC(C)(C)c1ccc(C/N=C(\S)NCc2ccc(NS(=O)(=O)CCN=[N+]=[N-])cc2)cc1
315109	CC(C)(C)c1ccc(C/N=C(\S)N(O)Cc2ccc(NS(C)(=O)=O)cc2)cc1
315114	CC(C)(C)c1ccc(CNC(=O)N(O)Cc2ccc(NS(C)(=O)=O)cc2)cc1
315164	CC(C)(C)c1ccc(CN(O)/C(S)=N/Cc2ccc(NS(C)(=O)=O)c(F)c2)cc1
315166	CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NCCOCC(=O)O)n1
315182	CCCCC(Cc1scnc1C(=O)Nc1nccs1)OC
315193	CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NCC(=O)O)c1
315261	CC(C)(C)c1ccc(C/N=C(\S)NCc2ccc(NS(C)(=O)=O)c(O)c2)cc1
315262	CC(C)(C)c1ccc(C/N=C(\S)NCc2ccc(NS(C)(=O)=O)nc2)cc1
315265	CC(C)(C)c1ccc(C/N=C(\S)NCc2ccc(NS(C)(=O)=O)cc2C(F)(F)F)cc1
315285	CC(C)(C)c1ccc(C/N=C(\S)NCc2ccc(NS(C)(=O)=O)c(Cl)c2)cc1
315286	CC(C)(C)c1ccc(C/N=C(\S)NCCc2ccc(NS(C)(=O)=O)cc2)cc1
315291	CC(C)(C)c1ccc(CNC(=O)NCc2ccc(NS(C)(=O)=O)cc2)cc1
315295	CC(C)(C)c1ccc(C/N=C(\S)OCc2ccc(NS(C)(=O)=O)c(F)c2)cc1
315305	CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NC(C)C(=O)OC)c1
315321	CC(C)(C)c1ccc(CN(O)/C(S)=N/Cc2ccc(NS(C)(=O)=O)c(Cl)c2)cc1
315362	C=CS(=O)(=O)Nc1ccc(CN/C(S)=N/Cc2ccc(C(C)(C)C)cc2)cc1
315363	CC(C)(C)c1ccc(CN(O)/C(S)=N/Cc2ccc(NS(C)(=O)=O)cc2Cl)cc1
315387	CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NCOCC(=O)O)n1
315399	CC(C)(C)c1ccc(C/N=C(\S)NCc2ccc(NS(C)(=O)=O)cc2Cl)cc1
315409	CC(C)(C)c1ccc(C/N=C(\S)NCc2ccc(CNS(C)(=O)=O)cc2)cc1
315415	O=C(Cc1csc(NC(=O)CCC(=O)c2ccccc2)n1)NO
315419	COc1cc(C/N=C(\S)OCc2ccc(C(C)(C)C)cc2)ccc1NS(C)(=O)=O
315422	CC(C)(C)c1ccc(C/N=C(\S)NCc2cccc(S(C)(=O)=O)c2)cc1
315423	CC(C)(C)c1ccc(CN(O)/C(S)=N/Cc2ccc(NS(C)(=O)=O)cc2)cc1
315441	CC(C)(C)c1ccc(C/N=C(\S)OCc2ccc(NS(C)(=O)=O)cc2)cc1
315445	CC(C)(C)c1ccc(CO/C(S)=N/Cc2ccc(NS(C)(=O)=O)cc2)cc1
315452	O=C(Cc1csc(NC(=O)CCCCCc2ccccc2)n1)NO
315472	CC(C)Oc1cc(C/N=C(\S)NCc2ccc(C(C)(C)C)cc2)ccc1NS(C)(=O)=O
315473	CC(C)(C)c1ccc(C/N=C(\S)NCc2ccc(NS(=O)(=O)CCN)cc2)cc1
315517	CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NC(C)C(=O)O)c1
315538	CC(C)(C)c1ccc(C/N=C(\S)Nc2ccc(NS(C)(=O)=O)cc2)cc1
315539	COc1cc(C/N=C(\S)N(O)Cc2ccc(C(C)(C)C)cc2)ccc1NS(C)(=O)=O
315558	CCOC(Cc1scnc1C(=O)Nc1nccs1)C(C)C
315559	COC(Cc1scnc1C(=O)Nc1nccs1)CC(C)C
315564	COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1N(CCO)CCO
315579	CC(C)(C)c1ccc(C/N=C(\S)NCc2ccc(NS(C)(=O)=O)c([N+](=O)[O-])c2)cc1
315586	CC(C)(C)c1ccc(C/N=C(\S)NCc2cccc(NS(C)(=O)=O)c2)cc1
315614	CC(C)(C)c1ccc(CN(O)/C(S)=N/Cc2ccc(NS(C)(=O)=O)c([N+](=O)[O-])c2)cc1
315637	CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NC(C)C(=O)NO)n1
315672	CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NC(CO)CCC(=O)OC)n1
315739	COc1cc(/C=C/C(=O)c2ccc(OC(C)=O)cc2)cc(OC)c1OC
315740	O=C(O)[C@]1(O)C=C(c2cccc(C(F)(F)F)c2)[C@@H](O)[C@H](O)C1
315766	CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NCC(=O)NO)n1
315791	CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NC(O)CC(=O)OC)n1
315836	COc1ccc(S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)OC(C)C)cc1
315839	COc1cc(OC)c(OC)c(C(=O)Nc2nc(CC(=O)NO)cs2)c1
315878	CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)N[C@@H](C)C(=O)O)n1
315928	O=C(O)[C@]1(O)C=C(c2ccc(C(F)(F)F)cc2)[C@@H](O)[C@H](O)C1
315934	O=C(Cc1csc(NC(=O)c2cccc(SC(F)(F)F)c2)n1)NO
315940	CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NC(C(=O)O)C(C)C)n1
315965	CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NC(CO)CC(=O)OC)n1
315977	COc1ccc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC
316060	O=C(Cc1csc(NC(=O)c2ccc(Cl)cc2Cl)n1)NO
316061	Cc1cccc(C(=O)Nc2nc(CC(=O)NO)cs2)c1Br
316101	CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)N[C@H](C)C(=O)O)n1
316102	C=CCN(CCC(=O)O)C(=O)c1cccc(COc2cc(O)c(C(C)=O)cc2CC)n1
316126	CN(C)c1cccc(C(=O)Nc2nc(CC(=O)NO)cs2)c1
316668	CN1CCC(c2ccc(Cl)cc2)C(C[S+]([O-])CC(N)=O)C1
316672	CC1=C(CCCCCC(=O)OCCN(C)C)C(=O)c2ccccc2C1=O
316819	CC(C)NC1=NS(=O)(=O)c2cc(Br)c(Cl)cc2N1
316827	CC1=C(CCCCC(=O)NCCC#N)C(=O)c2ccccc2C1=O
316863	CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(C#N)cc1
317003	CN1CCC(c2ccc(Cl)cc2)C(C[S+]([O-])CC(=O)NO)C1
317004	CNC(=O)C[S+]([O-])CC1CN(C)CCC1c1ccc(Cl)cc1
317044	NC(=O)C[S+]([O-])CC1CNCCC1c1ccc(Cl)cc1
317075	CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(CC#N)cc1
317108	CCNC1=NS(=O)(=O)c2cc(Br)c(Cl)cc2N1
317148	CC(C)NC(=O)C[S+]([O-])CC1CN(C)CCC1c1ccc(Cl)cc1
317153	CC1=C(CCCCCC(=O)NCCC#N)C(=O)c2ccccc2C1=O
317226	CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1Cc1ccc(C#N)cc1
317242	CCCc1cc(C(=O)CC)cc(C)c1OC(C(=O)O)c1ccc(C(C)C)cc1
317245	CCCc1cc(C(=O)CC)cc(CCC)c1O[C@H](C(=O)O)c1ccc(CC)cc1
317304	C[C@H](NC(=O)[C@@H](N)Cc1ccc(OCc2ccccc2)cc1)C(=O)O
317414	COc1cc(Cc2cnc(N)nc2N)cc(C#CCCC(=O)O)c1Br
317462	CCC(=O)c1cc(Cl)c(OC(C(=O)O)c2ccccc2)c(Cl)c1
317487	CCCc1cc(C(=O)C(C)C)cc(CCC)c1OC(C(=O)O)c1ccccc1
317513	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc([N+](=O)[O-])cc1Cl
317524	CCCc1cc(C(=O)CC)cc(Cl)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1
317629	CCCc1cc(C(=O)CC)cc(CCC)c1OC(C(=O)O)c1ccccc1
317678	C#Cc1cc(CNC(=O)CCCCCCCC)cc(OC)c1O
317711	C[C@H](NC(=O)[C@@H](N)Cc1ccc(Oc2ccccc2)cc1)C(=O)O
317713	C=Cc1cc(CNC(=O)CCCCCCCC)cc(OC)c1O
317762	CCCc1cc(C(=O)C(C)(C)C)cc(CCC)c1OC(C(=O)O)c1ccccc1
317770	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O
317819	CCCCCCCCC(=O)NCc1cc(CC)c(O)c(OC)c1
317822	CCCCCCCCC(=O)N1Cc2ccc(O)c(OC)c2NC1=O
317848	CCCCCCCCC(=O)NCc1cc(OC)c(O)c(C(C)=O)c1
317870	COc1cc(/C=C/S(=O)(=O)CS(=O)(=O)/C=C/c2ccc(C(C)=O)c(OC)c2)ccc1C(C)=O
317872	CCCCCCCCC(=O)NCc1cc(I)c(O)c(OC)c1
317873	CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1I
317937	CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1Cl
317938	CCSc1nsc(NC(=O)Nc2cccc(C(C)=O)c2)n1
317963	CCCCCCCCC(=O)NCc1cc(Br)c(O)c(OC)c1
317978	CC(=O)c1ccc(/C=C/S(=O)(=O)CS(=O)(=O)/C=C/c2ccc(C(C)=O)c(C(C)=O)c2)cc1C(C)=O
317995	COCCCNC(=O)c1cc(NC(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)ccc1N(C)C
318025	CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1[N+](=O)[O-]
318027	CC(C)(CCc1ccccc1)C(=O)Nc1ccc(C(=O)NO)cc1
318042	COc1cc(/C=C/S(=O)(=O)CS(=O)(=O)/C=C/c2ccccc2)cc(O)c1O
318052	CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1NC(C)=O
318133	CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1Br
318189	COc1cc(/C=C/S(=O)(=O)CS(=O)(=O)/C=C/c2ccccc2)cc(C(C)=O)c1C(C)=O
318198	CCCCCCCCC(=O)NCc1cc(Cl)c(O)c(OC)c1
318224	CCCCCCCCC(=O)NCc1cc(OC)c(O)c(-c2ccccc2)c1
318256	CCOCCCNC(=O)c1cc(NC(=O)Nc2cccc(Cl)c2)ccc1N(C)C
318293	Cc1ccc(C(=O)CC(SCC(=O)O)C(=O)O)c(Cl)c1
318408	O=C(O)CSC(CC(=O)c1ccc(Br)cc1)C(=O)O
318409	COc1ccc(C(=O)CC(SCC(=O)O)C(=O)O)c(OC)c1OC
318444	O=C(O)CC[C@H](NC(=O)c1cc(F)c(N(CCBr)CCBr)c(F)c1F)C(=O)O
318497	O=C(O)CC[C@H](NC(=O)c1cc(F)c(N(CCBr)CCBr)c(F)c1)C(=O)O
318505	O=C(O)CC[C@H](NC(=O)c1c(F)c(F)c(N(CCCl)CCCl)c(F)c1F)C(=O)O
318545	O=C(O)CC[C@H](NC(=O)c1cc(F)c(N(CCI)CCI)c(F)c1)C(=O)O
318627	O=C(O)CC[C@H](NC(=O)c1cc(F)c(N(CCCl)CCCl)c(F)c1F)C(=O)O
318723	CC(C)c1ccc(C(C)C)c(C(=O)CC(SCC(=O)O)C(=O)O)c1
318724	CC(C)c1ccc(C(=O)CC(SCC(=O)O)C(=O)O)c(C(C)C)c1
318750	O=C(O)CC[C@H](NC(=O)c1cc(F)c(N(CCCl)CCCl)c(F)c1)C(=O)O
318797	CC(C)(C)c1ccc(C(C)(C)C)c(C(=O)CC(SCC(=O)O)C(=O)O)c1
318822	CCC(NC(=O)C[C@H](N)C(=O)N1CCC[C@H]1C#N)c1ccccc1
318829	CCc1cc(CC)c(C(=O)CC(SCC(=O)O)C(=O)O)c(CC)c1
318842	CCCCc1ccc(C(=O)CC(SCC(=O)O)C(=O)O)cc1
318843	CC(C)(C)c1ccc(C(=O)CC(SCC(=O)O)C(=O)O)cc1
318981	CC(C)C(Cc1ccccc1)NC(=O)C[C@H](N)C(=O)N1CCC[C@H]1C#N
319021	CN(C)c1nc(N/N=C/c2ccc([N+](=O)[O-])o2)nc(N(C)C)n1
319039	CC(C)(C)C(NC(=O)C[C@H](N)C(=O)N1CCC[C@H]1C#N)c1ccccc1
319046	CCOP(=O)(c1ccc(OC)cc1)N1CCC[C@@H]1C(=O)NO
319109	CC(C)c1cc(C(C)C)c(C(=O)CC(SCC(=O)O)C(=O)O)c(C(C)C)c1
319192	CC(C)C(NC(=O)C[C@H](N)C(=O)N1CCC[C@H]1C#N)c1ccccc1
319281	CC(C)Nc1nc(NCc2ccc(S(N)(=O)=O)cc2)nc(NC(C)C)n1
319282	CCN(CC)c1nc(NCCc2ccc(S(N)(=O)=O)cc2)nc(N(CC)CC)n1
319308	CCNc1nc(NCC)nc(NCc2ccc(S(N)(=O)=O)cc2)n1
319355	CCCNc1nc(NCCC)nc(Nc2ccc(S(N)(=O)=O)cc2)n1
319411	CC(C)Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nc(NC(C)C)n1
319444	CCN(CC)c1nc(NCc2ccc(S(N)(=O)=O)cc2)nc(N(CC)CC)n1
319445	CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(/C=[N+](\[O-])C(C)(C)C)O2
319508	CCCN(C)c1nc(NCc2ccc(S(N)(=O)=O)cc2)nc(N(C)CCC)n1
319519	CCCCNc1nc(NCCCC)nc(Nc2ccc(S(N)(=O)=O)cc2)n1
319571	CCCc1cc2c(C(F)(F)F)noc2c(CCC)c1OCC(C)(C)C(=O)O
319594	CCNc1nc(NCC)nc(NCCc2ccc(S(N)(=O)=O)cc2)n1
319598	CC(C)Nc1nc(NCCc2ccc(S(N)(=O)=O)cc2)nc(NC(C)C)n1
319624	CCN(CC)c1nc(Nc2ccc(S(N)(=O)=O)cc2)nc(N(CC)CC)n1
319628	CCCN(C)c1nc(Nc2ccc(S(N)(=O)=O)cc2)nc(N(C)CCC)n1
319674	CCCNc1nc(NCCC)nc(NCCc2ccc(S(N)(=O)=O)cc2)n1
319691	CCCNc1nc(NCCC)nc(NCc2ccc(S(N)(=O)=O)cc2)n1
319692	CCCN(C)c1nc(NCCc2ccc(S(N)(=O)=O)cc2)nc(N(C)CCC)n1
319762	Cc1cn(Cc2ccc(CCCCCC(=O)O)cc2)c(=O)[nH]c1=O
319776	CC1=C(C(=O)Nc2ccc(Cl)c(C(=O)OC(C)C)c2)SCCO1
319791	CCCc1cc2c(C(F)(F)F)noc2c(CCC)c1OC(C)(CC)C(=O)O
319792	CCCc1cc(C(=O)CC)cc(CCC)c1OC(C)(C)C(=O)O
319844	CCOC(=O)CCc1ccc(Cn2cc(C)c(=O)[nH]c2=O)cc1
319861	C[C@@H](C(=O)NCCN1CCCC1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
319923	CC(=O)c1ccc(C)cc1NC(C(N)=O)c1c(Br)cccc1Br
319942	CCCc1cc2c(OC)noc2c(CCC)c1OC(C)(C)C(=O)O
319943	O=C(O)CCCc1ccc(Cn2cc(Br)c(=O)[nH]c2=O)cc1
319969	CCCc1cc2c(C(F)(F)F)noc2c(CCC)c1OC(C)C(=O)O
319986	COc1ccc(C(C(C)=O)C2C(=O)C(=O)C2NCCC(C)(C)C)cc1
320007	C[C@@H](C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
320049	Cc1nn(C)c(N(C)C)c1/C=N/OCc1ccc(C(=O)OC(C)(C)C)cc1
320069	CCC(C)(C)NC1C(=O)C(=O)C1CNc1c(C)cc(Cl)cc1Cl
320111	O=C(O)CC[C@@H](CP(=O)(O)Cc1c(F)c(F)c(F)c(F)c1F)C(=O)O
320112	O=C(O)CC[C@H](CP(=O)(O)Cc1c(F)c(F)c(F)c(F)c1F)C(=O)O
320114	CCCc1cc2c(C(F)(F)F)noc2c(CCC)c1OC(C)(C)C(=O)O
320140	CCCc1c(OC(C)(C)C(=O)O)ccc2c(C(F)(F)F)noc12
320192	C[C@@H](C(=O)NCCCN1CCCC1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
320214	CC(=O)C(c1ccc(C(F)(F)F)cc1)C1C(=O)C(=O)C1NCCC(C)(C)C
320913	COc1ccc(Br)cc1-c1ccc(C(=O)N=C(N)N)o1
321017	CC(C)Oc1ccc(Cl)cc1-c1ccc(C(=O)N=C(N)N)o1
321069	N=C(N)NC(=O)c1ccc(-c2cc(C(F)(F)F)ccc2Cl)o1
321130	O=C(C(=O)c1cc(Br)ccc1O)c1cc(Br)ccc1O
321195	O=C(C(=O)c1ccc(Br)c([N+](=O)[O-])c1)c1ccc(Br)c([N+](=O)[O-])c1
321213	CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C
321267	CC(C)OCCCNC(=O)CCc1nc(-c2ccccc2F)no1
321685	COc1ccc(C(=O)/C=C/c2cc(/C=C/C(=O)NO)n(C)c2)cc1
321766	Cn1cc(/C=C/C(=O)c2ccc(Br)cc2)cc1/C=C/C(=O)NO
321808	C[C@@H](c1cccc(Cl)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F
321811	COc1ccc(C(=O)C(=O)c2cc(OC)c(OC)c(OC)c2)cc1O
321816	COc1cccc(C(=O)/C=C/c2cc(/C=C/C(=O)NO)n(C)c2)c1
321829	Cn1cc(/C=C/C(=O)c2ccc(F)cc2)cc1/C=C/C(=O)NO
321839	COc1ccc(C(=N/O)/C(=N\O)c2cc(OC)c(OC)c(OC)c2)cc1O
321852	Cn1cc(/C=C/C(=O)c2cccc(OC(F)(F)F)c2)cc1/C=C/C(=O)NO
321871	CC(CN(C)C)Oc1ccc(Cl)cc1NC(=O)Nc1cnc(C#N)cn1
321880	C[C@@H](c1ccc(Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F
321903	Cn1cc(/C=C/C(=O)c2cccc(Br)c2)cc1/C=C/C(=O)NO
321922	O=C(O)CCCSCCN1C(=O)CCC[C@@H]1CC[C@@H](O)c1ccc(C(F)(F)F)o1
321938	COc1ccccc1C(=O)/C=C/c1cc(/C=C/C(=O)NO)n(C)c1
321983	Cn1cc(/C=C/C(=O)c2cccc(F)c2)cc1/C=C/C(=O)NO
321984	CC/C(=C\c1cc(/C=C/C(=O)NO)n(C)c1)C(=O)c1ccccc1
322017	Cc1cc(C[C@H](O)/C=C/[C@H]2CCCC(=O)N2CCCCCCC(=O)O)ccc1O
322059	Cn1cc(/C=C/C(=O)c2cccc(C(F)(F)F)c2)cc1/C=C/C(=O)NO
322074	Cn1cc(/C=C/C(=O)c2ccccc2Br)cc1/C=C/C(=O)NO
322113	Cn1cc(/C=C/C(=O)c2ccccc2F)cc1/C=C/C(=O)NO
322207	C[C@@H](c1ccc(Cl)cc1F)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F
322249	C[C@@H](c1ccc(C(F)(F)F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F
322255	C[C@@H](c1cc(F)cc(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F
